1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,9,1,1,1,1,1,1,1,1,2,2,1,2,2,1,
1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,10,2,2,2,2,1,2,2,2,2,2,2,
2,2,9,2,2,1,2,2,1,6,2,2,2,2,6,13,2,15,2,2,2,2,2,2,2,2,2,2,9,6,1,2,
2,6,2,2,2,2,2,11,9,5,2,2,1,2,5,2,2,2,11,2,2,2,2,16,6,13,2,2,2,5,13,2,
2,5,2,2,6,1,2,10,1,2,2,1,2,2,13,2,1,2,13,2,4,1,2,1,5,2,2,2,2,2,1,6,
2,2,1,1,5,2,2,2,13,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,2,13,2,2,5,
1,1,2,2,2,2,2,2,2,2,1,4,10,4,4,4,4,10,2,2,2,2,13,2,2,2,2,2,2,10,2,2,
1,2,2,12,1,2,2,6,13,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,15,13,2,2,2,2,2,2,
2,2,9,2,2,2,2,5,4,4,1,1,1,1,1,1,1,1,1,4,4,4,6,4,2,2,2,2,2,2,2,2,
1,2,2,6,2,2,11,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,2,2,2,6,2,13,2,9,
1,10,2,5,1,10,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,10,2,2,5,2,2,2,1,
6,1,2,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,2,2,2,
5,2,2,10,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,14,14,4,4,13,1,2,
2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,14,14,14,4,4,2,2,
2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,14,14,14,4,4,2,2,
2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,1,14,14,14,14,14,4,10,1,
11,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,14,1,14,14,14,14,4,16,
10,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,14,14,14,14,14,14,4,10,
10,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,14,14,14,14,14,4,4,
11,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,14,14,14,14,14,14,4,
1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,14,14,14,14,14,4,4,
2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,1,14,14,14,4,4,1,
1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,14,4,1,13,
13,9,1,12,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,
1,2,2,1,10,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,2,2,1,
1,2,2,1,6,1,1,4,4,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,4,4,12,2,2,6,
9,2,1,13,5,2,2,11,4,4,1,1,1,1,4,4,4,4,11,4,4,4,4,4,4,4,4,1,1,2,13,5,
1,1,2,1,1,1,2,1,1,4,10,1,1,4,4,1,13,1,1,2,2,1,10,10,9,1,2,2,2,1,2,1
