12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,10,3,3,8,12,12,12,12,12,12,12,12,12,12,
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,1,3,3,3,1,12,12,12,12,12,12,12,12,12,12,
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,3,1,1,12,12,12,12,12,12,12,12,12,12,
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,1,3,3,9,1,2,12,12,12,12,12,12,12,12,12,12,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,5,7,3,3,3,5,6,7,14,14,14,14,14,14,14,14,14,14,
10,10,8,10,11,10,8,10,10,1,10,8,2,1,2,1,10,9,1,1,8,10,1,9,3,3,1,9,1,9,1,8,8,10,10,10,10,10,8,1,
10,15,2,2,2,1,1,1,10,1,1,8,1,8,1,1,1,1,1,1,9,1,1,3,3,3,1,1,10,1,9,1,2,2,1,1,11,11,1,1,
10,11,10,8,1,8,10,10,10,1,2,1,1,1,11,11,11,11,11,1,1,1,3,3,3,9,1,9,1,1,1,1,1,1,11,11,11,11,11,11,
10,8,11,1,2,1,10,10,1,8,10,1,1,11,11,11,11,11,11,11,1,4,4,4,1,1,8,1,1,1,11,11,11,11,11,11,11,11,11,11,
10,1,2,2,1,10,10,1,1,1,1,11,11,11,11,1,1,1,11,11,11,4,4,4,1,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,
10,11,1,1,9,10,10,2,1,10,1,11,11,11,8,1,1,10,3,3,3,3,3,3,1,2,1,11,11,1,11,11,11,11,11,11,11,11,11,11,
10,1,10,10,10,10,1,8,1,1,11,11,11,1,9,8,3,3,3,3,3,3,3,3,3,1,1,1,1,8,1,1,11,11,11,1,1,11,1,1,
8,10,10,10,8,1,1,1,11,11,11,11,1,9,9,3,3,3,3,3,3,3,3,3,3,1,9,9,1,2,1,1,11,11,11,1,2,10,9,1,
10,2,1,1,1,2,1,1,11,11,11,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,8,1,8,1,1,11,11,11,11,9,1,2,1,1,
1,1,2,1,9,1,1,11,11,11,11,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,9,1,11,11,11,11,1,1,2,9,1,
8,1,1,1,2,1,11,11,11,11,1,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,1,1,1,1,11,11,1,1,2,2,1,1,
10,2,1,9,9,1,11,11,11,11,1,8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,1,1,9,11,11,2,1,1,10,1,1,
8,1,8,1,9,1,11,11,11,1,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,9,1,1,11,11,1,2,1,9,1,1,
8,1,9,11,11,11,11,11,11,1,1,9,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,1,1,11,11,9,10,1,2,10,11,1,
11,11,11,11,11,11,11,11,11,2,1,1,11,9,2,3,3,3,3,3,3,3,3,3,3,3,3,3,8,1,1,11,11,1,1,1,1,9,1,1,
11,11,11,11,11,11,11,11,11,11,11,1,1,1,9,8,3,3,3,3,3,3,3,3,3,3,3,9,1,1,11,11,11,1,9,1,9,10,2,1,
11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,9,1,9,9,3,3,3,3,3,3,3,10,1,11,11,11,11,1,1,1,1,9,9,1,1,
10,1,11,11,11,11,1,9,1,11,11,11,11,11,11,1,9,1,8,1,10,9,3,3,3,1,9,11,11,11,11,1,1,1,2,1,1,10,10,1,
10,1,10,1,1,1,1,8,9,1,11,11,11,11,11,11,1,2,1,2,1,1,8,9,1,11,11,11,11,11,1,2,1,9,1,1,2,9,1,1,
10,8,1,1,10,8,1,1,2,2,2,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,2,1,1,8,9,1,10,10,1,
10,2,2,2,1,1,10,1,2,1,8,1,8,1,1,11,11,11,11,11,11,11,11,11,11,11,11,1,1,2,2,2,9,1,2,1,1,2,1,1,
10,9,10,2,1,1,2,1,2,1,2,1,1,9,2,2,1,1,1,11,1,1,1,11,1,1,2,9,1,1,2,10,1,1,10,9,9,10,10,10,
10,10,9,10,10,9,10,10,2,2,11,8,1,10,1,10,10,1,2,2,9,9,9,1,1,10,10,10,10,1,2,10,10,11,10,10,10,10,10,1
